Glottocode,logPop,nSegments
lend1245,5.88586986090391,55
leng1258,5,32
lepc1244,4.84385542262316,36
lese1243,4.69897000433602,42
leti1246,3.8750612633917,22
lezg1247,5.81144764776693,71.5
libe1247,5.88081359228079,45
ligb1244,4.27875360095283,38
liji1238,4.69897000433602,48
lika1243,4.77815125038364,45
limb1268,5.11394335230684,38
ling1263,6.35347575336586,22
lisu1250,5.97437350708142,40.5
lith1251,6.48708037136361,54.5
logb1245,3.8750612633917,35
logo1259,5.32221929473392,39
loko1255,5.25042000230889,25
long1387,3.38021124171161,31
loni1238,2.89209460269048,23
lowa1242,3.8750612633917,42.5
lugb1240,6.28780172993023,39
luis1253,0.698970004336019,30
lukp1238,5.00560944536028,37
lumu1239,4.17609125905568,35
lund1266,5.60530504614111,32
luok1236,6.62159167585922,35
lush1249,5.83743059906172,43
lusi1240,3.30102999566398,21
luuu1242,5.74112006997726,35
luva1239,5.80277372529198,36
luwo1239,4.90308998699194,32
luxe1241,5.52633927738984,47
luya1241,3.45939248775923,22
maay1238,6.24303804868629,32
maba1273,4.69897000433602,45
maca1259,2.47712125471966,22
maca1260,3.17609125905568,32
mace1250,6.20751318959409,32
mach1266,5.47712125471966,46
mach1267,3.77158748088126,27
mach1268,3.03342375548695,18
macu1259,4.2559957267224,22
macu1260,3.06818586174616,22
mada1282,5,41
madi1260,5.49276038902684,54
madn1237,1.17609125905568,22
mafe1237,2.39794000867204,24
maga1260,7.14723098277875,50
mait1250,7.53007156883738,46.5
maka1304,4.90308998699194,55
maka1311,6.32837960343874,23
mako1251,6.2496874278053,28
maku1278,1.65321251377534,20
mala1464,7.53721191737995,48
mala1481,5.92941892571429,25
mala1522,3.26717172840301,27
mall1246,4.42651126136457,41
malt1254,5.67606228109091,45
mama1278,2.51851393987789,34
mamb1294,4.14612803567824,54
mamb1296,5.70070371714502,36
mamp1244,5.51321760006794,34
mana1288,2.5910646070265,43
mana1295,3.90036712865647,18
manc1252,1.30102999566398,25
mand1415,8.9532293887341,44.5
mand1436,6.12221587827283,34
mang1381,1.07918124604762,22
mang1394,5.79239168949825,47
mani1292,6.17172645365323,35.5
mann1248,5.5910646070265,39
mans1258,2.9731278535997,31
maor1246,5.19860210948971,20
mapo1246,1.07918124604762,19
mapu1245,5.41230931605983,26
maqu1238,3.77451696572855,26
mara1378,7.85597779973432,55
mara1385,1.75587485567249,23.5
mara1386,0.698970004336019,24
mara1404,5.88986172125819,17
marg1265,5.13033376849501,39
mari1417,1,20
mari1419,0.778151250383644,32
mari1424,1.17609125905568,24
mart1255,0.698970004336019,26
marw1260,6.74993718826276,46
masa1299,6.21748394421391,63
masa1300,6.16286299332193,35.5
matb1237,3.09691001300806,20
mati1255,2.50514997831991,21
mats1244,3.34830486304816,21
maun1240,2.41497334797082,22
maxa1247,3.10380372095596,20
mayo1261,5,46
maza1291,6.3747483460101,29
mbaa1245,4.55750720190566,31
mbal1255,2.30102999566398,31
mbay1241,4.94596070357757,44
mbee1249,4.81291335664286,47
mbuk1240,4.6730209071289,29
mbuk1243,4.17609125905568,45
mbum1254,4.70842090013471,38
mbuu1238,2.30102999566398,39
mbya1239,4.17753649992986,26
medu1238,5.32221929473392,25
meen1242,5.17897694729317,40
mehi1240,2.36172783601759,23
mehr1241,5.24993175663419,45
mend1266,6.29578694025161,34
mesc1238,3.17609125905568,51
mesq1240,5.29003461136252,41
mfum1238,4.39269695325967,89
mich1243,2.86033800657099,41
miju1243,4.26007138798508,54
mina1268,6.7427251313047,33
mind1253,6.95975047894983,28
ming1252,5.53848576015838,35.5
mira1251,4.17609125905568,49
miri1266,2.32221929473392,20
mmaa1238,3.90308998699194,34
mmen1238,4.54406804435028,41
moco1246,3.47712125471966,30
mode1248,7.11652439660645,26
moke1242,3.77815125038364,35
mokp1239,4.30102999566398,31
molo1266,3.92941892571429,47
mong1338,5.60205999132796,56
mori1278,6.05499586152914,30
moro1284,4.69897000433602,54
moro1285,4.47712125471966,29
moru1253,4.84509804001426,38
mose1249,3.72591163229505,40
moss1236,6.81085729108849,43
motl1237,3.25527250510331,22
movi1243,3.16136800223497,26
mufi1238,4.04139268515823,22
muin1242,2.17609125905568,28
mull1237,1.51851393987789,19
muna1247,5.47712125471966,33
mund1320,6.04932658272122,37
mund1325,5.51414913447544,67
mund1326,4.41161970596323,41
mund1327,4.53147891704226,41
mund1328,2.69897000433602,38
mund1330,3.8750612633917,38
mung1266,4.69983772586725,33
munj1244,3.72427586960079,44
murl1244,4.77815125038364,34
murs1242,3.86864443839483,26
muya1243,4.47712125471966,46
mwag1236,5.17609125905568,37
mwan1247,5,26
mwan1250,4.30102999566398,39
myen1241,4.65321251377534,36
naas1242,4.30102999566398,15.5
nade1244,2.60205999132796,34
nafa1258,4.78532983501077,44
naka1260,1.75587485567249,25
naki1238,3.47712125471966,44
nama1264,5.30578115125498,41
nami1256,3.77815125038364,15
nana1257,3.14301480025409,24
nand1266,5.97726621242729,23
nang1259,2.25527250510331,25.5
nank1250,3.39794000867204,20
nant1250,2.39794000867204,27
nara1262,5.03342375548695,40.5
naru1238,1.38021124171161,27
nate1242,4.78532983501077,40
nava1243,5.22788670461367,50.5
nawd1238,5.16435285578444,35
nawu1242,4.14612803567824,40
naxi1245,5.47712125471966,49
ncan1245,4.12057393120585,41
ndai1238,0.698970004336019,57
ndal1241,5.34242268082221,31
ndam1239,4.74036268949424,24
ndem1249,4,53
ndog1248,4.30102999566398,38
ndon1254,5.84509804001426,36
ndzw1235,5.54157924394658,39
nene1249,4.34044411484012,35
nepa1254,7.18674732684643,45.5
ngaa1240,3,23
ngad1261,4.77815125038364,27
ngal1292,1.04139268515822,29
ngam1268,6.13893394025692,34
ngan1299,4.88874096068289,39
ngar1284,1.75587485567249,23
ngar1287,1.41497334797082,23
ngar1296,1.25527250510331,23
ngar1297,0.698970004336019,18
ngas1238,2.30102999566398,31
ngas1240,5.60205999132796,43
ngba1285,6.00717146498709,34
ngem1255,4.27415784926368,40
ngie1241,5.39794000867204,29
ngit1239,5,56
ngiz1242,4.90308998699194,40
ngom1271,4.65321251377534,59
ngom1272,4.79934054945358,28.5
ngos1238,3.96378782734556,34
ngwe1238,4.86451108105839,38
nhen1239,4.28012289630231,23
nige1253,7.06389603812599,47.5
nige1255,4.99563519459755,43
nina1238,2.95424250943932,18
ning1273,2.97772360528885,21
niva1238,4.14363923527454,28
njeb1242,5.14612803567824,34
njye1238,3.89762709129044,42
nkon1248,4.3096301674259,34
nobi1240,5.82542611776782,33
noma1263,3.81291335664286,25
nonu1241,0.477121254719662,26
noon1243,4.60205999132796,33
nort2684,6.14612803567824,43
nort2690,7.40088494098984,30
nort2735,5.66558099101795,27
nort2765,5.53109554687003,42
nort2943,3.47712125471966,27
nort2976,5.06445798922692,28
ntch1242,5.51719589794997,30
ntom1248,5,30
nucl1290,4.60959440922522,49
nucl1301,7.85176678720881,37
nucl1302,6.56460689203565,33.5
nucl1305,7.57679084845198,45.5
nucl1310,7.51687368771261,52
nucl1339,4.11394335230684,25
nucl1347,6.72103528062303,40
nucl1417,7.25546427615316,47.5
nucl1418,5.81539841541643,36
nucl1440,5.64345267648619,45
nucl1454,4,19
nucl1460,6.83064639971252,35
nucl1632,4.47712125471966,17
nucl1634,2.84509804001426,23
nucl1643,8.10771847496207,21
nucl1683,4.39794000867204,46.5
nucl1695,5,38
nucl1696,5.30102999566398,60
nuer1246,5.95085145888855,48
nugu1242,4.54406804435028,30.5
nuka1242,2.84509804001426,24
nung1283,5.98632377705077,32
nung1290,2.04139268515822,24
nupe1254,5.90308998699194,38
nuuc1236,2.11394335230684,47
nyab1255,4.63042787502502,44
nyah1250,3.17609125905568,50
nyam1276,6.12057393120585,53
nyan1301,2.49136169383427,24
nyan1307,6.52762990087134,28
nyan1313,1.30102999566398,25
nyeu1238,2.30102999566398,40
nyis1236,5.36172783601759,25.5
nyol1238,5.72427586960079,36
nyon1241,4.47712125471966,42
nyun1247,2.38021124171161,22
nzim1238,5.56312496033804,40
obol1243,5.39794000867204,37
ocai1244,2.28780172993023,35
occi1239,5.33907362964111,58
ofay1240,0.301029995663981,24
okuu1243,4.93951925261862,29
olub1238,4.17609125905568,46
omag1248,1,18
onei1249,2.28330122870355,22
onge1236,1.9731278535997,24
opuu1239,3.69897000433602,25
orej1242,2.34242268082221,20
oriy1255,7.50701708966751,42.5
orma1241,4.82151352840477,33
ormu1247,3.78175537465247,31
orok1266,5.02530586526477,29
otor1240,4,44
paco1243,4.51188336097887,33
paez1247,4.60205999132796,39
pagi1243,4.44715803134222,51
pait1244,4.80685802951882,30
paiw1248,4.82020145948564,25.5
pala1344,4.25887662937213,22
pali1279,3.18752072083646,24
pamp1243,6.27999299867515,22
pana1305,1.30102999566398,36
pana1307,2.57403126772772,26
pang1287,4.97772360528885,35
pang1290,6.06525844953885,21
pany1241,1.99122607569249,25
para1311,6.78175537465247,36
para1312,2.95424250943932,17
para1316,1.30102999566398,25
pare1272,3.30102999566398,19
park1239,4.47712125471966,35
pate1247,3.23044892137827,44
paum1247,2.46239799789896,28
pech1241,2.99563519459755,28
pemo1248,3.77887447200274,19
pero1241,4.39794000867204,30
piap1246,3.80482067872116,19
piar1243,4.16375752398196,30
pich1237,4.02938377768521,30
pila1245,3.60205999132796,22
pint1250,3.22788670461367,23
piny1238,4.39093510710338,66
pira1253,2.55630250076729,11
pira1254,3.27415784926368,24
plau1238,5.65065714972957,55
pohn1238,4.49623754516674,20
poko1263,5.86805636182304,39
poli1260,7.60682585941556,36
popt1235,3.97772360528885,32
port1283,8.33997877391414,44
prin1242,2.30102999566398,31
puin1248,3.45939248775923,19
pula1262,6.47540966141297,38
pula1263,6.64923747234961,38
pume1238,3.89762709129044,38
puoc1238,4.42439155441028,38
pure1242,4.74036268949424,35.5
puri1258,4.57634135020579,37
qaqe1238,3.80277372529198,22
qawa1238,1.07918124604762,24
qima1242,3.21748394421391,39
quec1382,2.23044892137827,38
rajb1243,5.16731733474818,43
rama1270,2.86923171973098,28
ravu1237,4.42975228000241,39
rawa1265,4.79934054945358,34
remb1249,1.55630250076729,28
rend1243,4.77815125038364,33
resi1247,1.14612803567824,36
reun1238,5.65321251377534,42
rikb1245,1.60205999132796,28
rita1239,1.50514997831991,31
roma1327,7.38293224071985,32
rong1268,5.62736585659273,69
roto1249,3.63548374681491,11
ruka1240,4.02118929906994,27
rund1242,7.0277979433503,29
russ1263,8.18642658550496,38
rutu1240,4.56110138364906,64
saam1283,5.81023251799508,34
saba1262,5.38201704257487,31
saba1265,3.29225607135648,36
saba1268,0.845098040014257,17
saek1240,3.57170883180869,44
saki1248,1.39794000867204,30.5
sala1264,4.84509804001426,43
samo1303,2.95424250943932,18
sand1273,4.77815125038364,59
sang1328,5.65224634100332,42
sanm1287,4.04139268515823,26.5
sant1410,6.7937415063556,51.5
sanu1240,3.70500795933334,24
saot1239,4.8998205024271,32
sasa1249,6.32221929473392,30
sata1237,2.69897000433602,42
saur1248,5.26717172840301,42
savo1255,3.38381536598043,22
saya1246,5.47712125471966,54
scot1243,4.99651167215418,37
seba1251,6.17026171539496,42
seco1241,3.06818586174616,22
seda1262,4.98909369261033,54
seim1238,3.09342168516224,28
sekp1241,4.36172783601759,33
sela1259,3.90308998699194,19
sele1249,4.05307844348342,33
sele1250,3.84509804001426,21
selk1253,3.00860017176192,37.5
seme1247,3.61278385671974,51
sene1264,2,23
sera1259,7.30250409235571,83
serb1264,6.92866750861188,34
seri1257,2.95424250943932,25
shab1252,2.60205999132796,43
shan1277,6.51785541893003,32.5
shan1282,3.77815125038364,37
shar1245,2.65609820201283,22.5
shaw1249,2.50514997831991,19
sheh1240,4.77085201164214,38
sher1255,5.21510858105309,48.5
sher1258,5.25042000230889,31
shil1265,5.24303804868629,54
shon1251,6.85872362747936,42
shua1257,4.79169064902012,23
shus1248,2.30102999566398,44
shwa1239,3.54406804435028,38
siam1242,4.66651798055488,41
siar1238,3.31806333496276,22
sich1238,6.30102999566398,74
sida1246,6.47421626407626,35
sikk1242,4.84695532501982,65
siks1238,3.52504480703685,25
silt1240,5.97081161087252,56
sind1272,7.38819892460334,58.5
sinh1246,7.15261424877207,44.5
sion1247,2.69897000433602,30
sipa1247,3.90308998699194,32
siri1273,2.60205999132796,28
siri1274,2.33645973384853,23
siwi1239,4.30102999566398,38
siwu1238,4.85672889038288,37
slov1268,6.32317575666467,36
slov1269,6.71172289182723,44.5
soma1255,7.21474850464774,42
soni1259,6.30472958244201,50
sooo1256,1.69897000433602,28
soqo1240,4.85369821177617,34
sora1254,5.40312052117582,30
sout2774,4.85430604180108,44
sout2789,5.96567197122011,54
sout2832,5.65321251377534,63
sout2956,0.845098040014257,49.5
sout2991,6.20820479502734,36.5
sout2994,2.85733249643127,43
spok1245,0.301029995663981,43
squa1248,0.845098040014257,37
stan1288,8.64015111838291,25
stan1289,6.61335759369706,35
stan1290,7.8813642826882,36.5
stan1293,8.53067462577009,40
stan1325,6.20478719763167,42
stod1241,3.39794000867204,41
subi1246,4.4895366294821,51
suen1241,3.55630250076729,18
suga1248,4,90
suii1243,5.47729493777813,57.5
suku1261,6.86332286012046,57
sumb1240,5.28103336724773,32
sund1252,7.53147891704226,26
suri1267,4.42975228000241,31
surs1246,3.47712125471966,21
susu1250,6.04379831866624,35
suya1243,2.54406804435028,29.5
svan1243,4.14612803567824,47
swah1253,7.20390305267981,36.5
swed1254,6.96587168195553,35
swis1247,6.75771479933284,55.5
taca1256,3.26007138798507,22
tada1238,5.00774777800074,70
taga1270,7.39143425880032,25
tain1252,5.85576137233995,29
taji1245,6.89563908674991,29
talo1250,3.17609125905568,21
tama1365,5.69897000433602,43
tami1289,7.83229036928381,36
tana1290,1.77815125038364,54
tani1257,2.47712125471966,21
tapi1253,2.55630250076729,27
tapi1254,2.7481880270062,23
tari1256,2,38
taro1263,5.47712125471966,34.5
taro1264,4.30102999566398,43
tase1235,5.00043407747932,29
tata1255,6.71505939840368,43
tata1257,4,21
tatu1247,2.60205999132796,17
taus1251,6.02612451674545,23
taus1253,0,17
tawa1286,5.90363251608424,37
teda1241,4.62838893005031,35
teen1242,3.90848501887865,38
tele1256,3.73239375982297,27
telu1262,7.87066311693107,47.5
temb1276,2.17609125905568,21
temi1246,4.17609125905568,49
temm1241,5.58126680527367,36
tena1240,4.30102999566398,24
tenh1241,2.76342799356294,26
tepo1239,4.49762064978129,39
tera1251,5.00432137378264,50.5
tere1279,4.19865708695442,23
tetu1245,5.66604973848052,18.5
thai1261,7.31278118148136,45
thak1245,3.71933128698373,29
thay1249,1.46239799789896,26
thul1246,4.31597034545692,38
ticu1245,4.67394199863409,33
tiey1235,5.07188200730613,36
tiga1245,3.77815125038364,17
tigr1270,6.14301480025409,43.5
tigr1271,6.88915597926712,66
tika1246,5.04139268515823,46
timn1235,6.21218760440396,30
tira1254,4.60205999132796,42
tiru1241,4.69897000433602,22
tiwi1244,3.2405492482826,22
tlin1245,2.70070371714502,48
toar1246,4.36172783601759,14
toba1269,4.61023417533439,28
toca1235,2.47712125471966,16
toch1257,3.42324587393681,27
toda1252,3.19312459835446,53
toll1241,2.54406804435028,28
tolo1259,0.301029995663981,37.5
tong1325,5.25746257363033,17
topo1242,5,27
toro1252,4.69897000433602,35
torw1241,4.90308998699194,51
tosk1239,6.27551866051181,35
tour1242,4.69897000433602,44.5
trin1274,3.74036268949424,30
trio1238,3.1846914308176,24
trum1247,1.70757017609794,26.5
tsam1247,4.25527250510331,68
tsha1245,4.99475694458763,38
tsot1241,5.08635983067475,31
tsou1248,3.32837960343874,21
tsuv1239,5.11394335230684,53.5
tuca1252,3.81954393554187,27
tuki1240,4.41497334797082,39
tuli1249,3.39794000867204,59
tumt1243,3.86332286012046,55
tune1261,4.60205999132796,26
tuni1251,3.3541084391474,40
tupa1250,2.53147891704225,29
tupu1244,5.45331834004704,56
turk1304,6.85113415944353,37
tuvi1240,5.45239984591144,37
tuyu1244,2.9731278535997,23
udih1248,2,40
udmu1245,5.53122337453303,36
uduk1239,4.34242268082221,28
uigh1240,7.01701078880754,43
ukra1253,7.54045586487814,35.5
ulwa1239,2.54406804435028,28
umbu1257,6.77815125038364,30
umot1240,0,20
urar1246,3.47712125471966,21
urdu1245,7.83916450055737,56
urue1240,1.93951925261862,26
uruu1244,0.301029995663981,33
usan1239,3.14612803567824,20
vagl1239,4.14301480025409,54
vaii1241,5.27137687189407,43
vame1236,3.92941892571429,46
vani1248,3.42651126136458,28
varl1238,5.77815125038364,46
veng1238,4.43136376415899,82
veps1250,3.2148438480477,44
viet1252,7.83288313881708,38
voti1245,1.83250891270624,55
waam1244,4.83632411570675,41
wadj1254,0.698970004336019,22
wage1238,1,27
waim1251,4.17609125905568,14
waim1255,2.73158876518674,23
waiw1244,3.34830486304816,20
waja1257,1.94939000664491,26
walm1241,2.70757017609794,23
wamb1258,1.94939000664491,23
wamb1259,3.47712125471966,26
wame1240,4.41946007278607,46
wand1278,4.63848925695464,52
wane1241,5.03342375548695,30
wann1242,4.34242268082221,36
want1252,3.91381385238372,21
waor1240,3.21748394421391,26.5
wapi1253,4.09691001300806,25
wapp1239,0.477121254719662,35
wara1303,4.45484486000851,18.5
ward1246,1.92427928606188,22
wari1266,3.60205999132796,22
wari1268,3.28555730900777,20.5
warl1254,3.39967372148104,24
waru1265,2.49136169383427,28
wash1253,1,32
waur1244,2.50514997831991,26
wawa1246,3.47712125471966,49
waya1269,2.92941892571429,16
waya1270,3.07188200730613,25.5
wayu1241,3.18184358794477,54
wayu1243,5.50650503240487,26
wels1247,5.77150664020548,48
weno1238,5.19312459835446,48
west2369,7.72377753817063,29.5
west2458,3.8750612633917,46
west2500,6.23879856271392,27
west2600,4.07918124604763,23
wich1260,0,29
wich1264,4.17609125905568,28
wira1262,2,21
wira1265,0.301029995663981,23
woge1237,3.20951501454263,20
wola1242,6.23299611039215,48
woun1238,4.03342375548695,33
wuna1249,1.47712125471966,28
wuzl1236,4.02118929906994,42
wymy1235,1.84509804001426,35
xamt1239,5.32837960343874,31
xava1240,3.98227123303957,24
xere1240,3.25767857486918,27
xhos1239,6.91218484488473,84
xipa1240,0,23
xokl1240,2.88081359228079,37
yaba1248,1.30102999566398,18
yaga1260,4.32428245529769,23
yagn1238,4.07918124604763,36
yagu1244,3.69897000433602,23
yaku1245,5.65321251377534,40
yala1263,5.30102999566398,38
yalu1240,5.05728564441822,33
yama1264,0,20
yamb1251,4.90308998699194,38
yamb1252,3.56820172406699,28
yami1256,3.19589965240923,19.5
yane1238,3.99255351783214,29
yann1237,0.845098040014257,31
yano1261,4.29446622616159,32
yano1262,3.77815125038364,33
yany1243,2.07918124604762,28
yaoo1241,6.40157284567645,29
yaou1238,4.60205999132796,45
yape1248,3.71011736511182,44
yaqu1251,4.2559957267224,22
yare1248,2.8750612633917,18
yavi1244,0,21
yawa1260,2.7160033436348,18.5
yawa1261,0.903089986991944,21
yekh1238,5.43775056282039,36
yemb1246,5.47712125471966,31
yems1235,4.96473092105363,40
yeru1240,4.84198480459011,38
yeyi1239,3.96284268120124,90
yidi1250,2.17609125905568,17.5
yill1241,3.39269695325967,23
yind1247,2.49136169383427,25.5
yomm1242,5.47712125471966,38
yoru1245,7.27975133131062,31
yuch1247,0.602059991327962,49
yucu1253,3.25527250510331,21
yuec1235,7.862687075686,36.5
yuhu1238,2.69897000433602,35
yukp1241,3.77959649125782,19.5
yulu1243,4.11394335230684,42
yuqu1240,2.07918124604762,40
yura1255,3.42813479402879,25
yuro1248,1.07918124604762,35
yuru1263,3.06069784035361,17
yuwa1244,2.80617997398389,35
zagh1240,5.4983105537896,33
zaiw1241,5.04139268515823,32
zand1248,6.05766610390983,33.5
zapa1253,0.698970004336019,22
zarm1239,6.52764278775675,40
zayy1238,3.68841982200271,37
zoee1240,2.17609125905568,26
zulg1242,4.41497334797082,34
zulu1248,7.07085394262769,40
zuni1245,3.97451169273733,39.5
